WORD,OBSERVED,UNREDUC,PREC_STRESS,PREC_GRAMM_CLASS,PREC_SEG_M,PREC_SEG_P,CL_ENV,SUBJ_COMPLEXITY,NO_SYLLS,NO_WORDS,NO_PHRSE_BOUND,PRONOUN,NP,CONTEXT,SUBJ_DUR,PREC_WORD_DUR,WORDS_BTWN_HEAD_AUX,CONVO,SPEAKER,SEX,YOB,DIALECT,EDUC,LINE,NOTES,FOLLOWING_VERB,FOLLOWING_BROAD,CODER,CORPUS,YEAR_RECORDED,DATE_CODED,WORD_BEG,WORD_END,LINE_BEG,LINE_END,COMPLETE_SUBJ,PREC_WORD,FOLL_WORD,SUBJ_PARSE,SUBJ_DEPTH,FULL_PARSE
has,1,x,u,n,n,k,y,e,5,4,2,NA,NP,NA,0.88,NA,NA,sw2290.mrg,sw_1101,M,1939,SOUTH MIDLAND,3, most of my fishing has been in the saltwater,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,24.85975,27.90025,most of my fishing,fishing,been,(NP-SBJ (NP (RBS Most)) (PP (IN of) (NP (PRP$ my) (NN fishing)))),5,"(S
  (NP-SBJ (NP (RBS Most)) (PP (IN of) (NP (PRP$ my) (NN fishing))))
  (VP
    (VBZ has)
    (VP
      (VBN been)
      (UCP-PRD
        (PP-LOC (IN in) (NP (DT the) (NN saltwater)))
        (. .)
        (INTJ (UH Uh))
        (, ,)
        (ADVP (RB mostly))
        (NP
          (NP (JJ deep) (NN sea) (NN fishing))
          (PP
            (IN for)
            (NP
              (NP (NN grouper))
              (CC and)
              (NP (NN bottom) (NN fish))))))))
  (-DFL- E_S))"
has,3,x,m,n,t,t,y,m,2,2,1,NA,NP,NA,0.488875,NA,NA,sw2868.mrg,sw_1230,F,1961,MIXED,2, my dad has been talking for years about uh getting a fifth wheel,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,358.04725,362.656,my dad,dad,been,(NP-SBJ (PRP$ My) (NN dad)),3,"(S
  (NP-SBJ (PRP$ My) (NN dad))
  (VP
    (VBZ has)
    (VP
      (VBN been)
      (VP
        (VBG talking)
        (PP-TMP (IN for) (NP (NNS years)))
        (PP
          (IN about)
          (, ,)
          (INTJ (UH uh))
          (, ,)
          (S-NOM
            (NP-SBJ (-NONE- *))
            (VP
              (VP (VBG getting) (NP (DT a) (JJ fifth) (NN wheel)))
              (CC and)
              (VP (ADVP (RB just)) (VBG picking) (PRT (RP up)))))))))
  (, ,)
  (-DFL- E_S))"
has,2,x,m,n,f,p,y,m,2,2,1,NA,NP,NA,0.71,NA,NA,sw2466.mrg,sw_1232,M,1958,SOUTH MIDLAND,3, my wife has been working for TI,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,422.04975,424.57725,my wife,wife,been,(NP-SBJ (PRP$ My) (NN wife)),3,"(S
  (NP-SBJ (PRP$ My) (NN wife))
  (VP
    (VBZ has)
    (VP
      (VBN been)
      (VP (VBG working) (PP (IN for) (NP (NNP T) (NNP I))))))
  (. .)
  (-DFL- E_S))"
has,3,x,m,adj,s,t,n,m,5,2,1,NA,NP,NA,0.45,NA,NA,sw2275.mrg,sw_1026,F,1957,SOUTHERN,2, oh you're the first man i've talked to everybody else has been a female so this is a change,"don't really hear the [z], just the schwa",NA,NA,LM,SWB,1991,firstpass,NA,NA,484.09925,487.62,everybody else,else,been,NA,NA,"(S
  (NP-SBJ (PRP You))
  (VP
    (VBP 're)
    (NP-PRD
      (NP (DT the) (JJ first) (NN man))
      (SBAR
        (WHNP-1 (-NONE- 0))
        (S
          (NP-SBJ (PRP I))
          (VP
            (VBP 've)
            (VP (VBN talked) (PP (IN to) (NP (-NONE- *T*-1)))))))))
  (, ,)
  (-DFL- E_S))"
has,2,x,u,n,n,t,y,m,3,2,1,NA,NP,NA,0.44,NA,NA,sw4697.mrg,sw_1594,F,1948,NEW ENGLAND,3, right i i kind of agree with that because i think in some cases uh the jury may not even have the information about other crimes the person has committed,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,27.200125,37.631625,the person,person,committed,(NP-SBJ (DT the) (NN person)),3,"(S
  (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+)))
  (NP-SBJ (PRP I))
  (RS (-DFL- \]))
  (ADVP (RB kind) (RB of))
  (VP
    (VBP agree)
    (PP (IN with) (NP (DT that)))
    (, ,)
    (SBAR-PRP
      (IN because)
      (S
        (NP-SBJ (PRP I))
        (VP
          (VBP think)
          (SBAR
            (-NONE- 0)
            (S
              (PP (IN in) (NP (DT some) (NNS cases)))
              (, ,)
              (INTJ (UH uh))
              (, ,)
              (NP-SBJ (DT the) (NN jury))
              (VP
                (MD may)
                (RB not)
                (ADVP (RB even))
                (VP
                  (VB have)
                  (, ,)
                  (NP
                    (NP (DT the) (NN information))
                    (PP
                      (IN about)
                      (NP
                        (NP (JJ other) (NNS crimes))
                        (SBAR
                          (WHNP-1 (-NONE- 0))
                          (S
                            (NP-SBJ (DT the) (NN person))
                            (VP
                              (VBZ has)
                              (VP
                                (VBN committed)
                                (NP (-NONE- *T*-1)))))))))))))))))
  (. .)
  (-DFL- E_S))"
has,4,x,s,n,n,p,y,s,2,1,1,NA,NP,NA,0.5845,NA,NA,sw2477.mrg,sw_1092,M,1960,WESTERN,2, since Kareem's retired,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,219.773,222.033375,Kareem,Kareem,retired,(NP-SBJ (NNP Kareem)),3,"(S
  (SBAR-TMP
    (IN Since)
    (S (NP-SBJ (NNP Kareem)) (VP (HVS 's) (VP (VBN retired)))))
  (, ,)
  (NP-SBJ (PRP they))
  (VP (VBP have) (RB n't) (VP (VBN had) (NP (DT a) (NN center))))
  (. .)
  (-DFL- E_S))"
has,2,x,u,n,n,p,y,m,6,3,1,NA,NP,NA,1.14,NA,NA,sw2571.mrg,sw_1083,F,1962,SOUTHERN,2, that and if it was done quickly and done swiftly and but it's not because the judicial system has rejected they've rejected the answer to all these problems they have pretty much,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,336.944125,350.33575,the judicial system,system,rejected,(NP-TPC (DT the) (JJ judicial) (NN system)),3,"(SBAR-PRP
  (EDITED
    (RM (-DFL- \[))
    (S
      (EDITED (CC and))
      (, ,)
      (IP (-DFL- \+))
      (CC but)
      (RS (-DFL- \]))
      (NP-SBJ (PRP it))
      (VP-UNF (BES 's) (RB not))))
  (, ,)
  (IN because)
  (S
    (NP-TPC (DT the) (JJ judicial) (NN system))
    (EDITED
      (RM (-DFL- \[))
      (VP (VBZ has) (VP-UNF (VBN rejected)))
      (, ,)
      (IP (-DFL- \+)))
    (NP-SBJ (PRP they))
    (VP
      (VBP 've)
      (VP
        (VBN rejected)
        (RS (-DFL- \]))
        (NP
          (NP (DT the) (NN answer))
          (PP
            (IN to)
            (NP
              (NP (PDT all) (DT these) (NNS problems))
              (SBAR
                (WHNP-1 (-NONE- 0))
                (S
                  (NP-SBJ (PRP they))
                  (VP (VBP have) (NP (-NONE- *T*-1))))))))
        (, ,)
        (ADVP (RB pretty) (RB much)))))
  (. .)
  (-DFL- E_S))"
has,2,x,u,n,t,t,y,m,3,2,1,NA,NP,NA,0.85,NA,NA,sw3045.mrg,sw_1280,F,1958,NYC,3, that's part of it um my husband has used the one at his folks house for,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,66.499375,73.998375,my husband,husband,used,(NP-SBJ (PRP$ my) (NN husband)),3,"(S
  (INTJ (UH Um))
  (, ,)
  (NP-SBJ (PRP$ my) (NN husband))
  (VP
    (VBZ has)
    (VP
      (VBN used)
      (NP
        (NP (DT the) (NN one))
        (PP-LOC
          (IN at)
          (NP (NP (PRP$ his) (TYPO (NNS folks))) (NN house))))
      (PP-PRP
        (IN for)
        (ADVP (RB mostly))
        (NP
          (NP (NN business) (NNS things))
          (. .)
          (INTJ (UH Uh))
          (, ,)
          (NP (PRP$ his) (NN resume))
          (, ,)
          (NP (PRP$ his) (, ,) (INTJ (UH uh)) (, ,) (NN letter))))))
  (, ,)
  (-DFL- E_S))"
has,2,x,u,n,t,t,y,m,4,2,1,NA,NP,NA,0.5435,NA,NA,sw4101.mrg,sw_1552,M,1950,WESTERN,2, the handicapped group takes care of the things that actually the government has placed a deposit which is the inducement to re[cycle]- recycle the bottle so that you get your money back,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,149.268625,160.819625,the government,government,placed,(NP-SBJ (DT the) (NN government)),3,"(S
  (ADVP (RB actually))
  (, ,)
  (NP-SBJ (DT the) (NN government))
  (VP
    (VBZ has)
    (VP
      (VBN placed)
      (NP
        (NP (DT the) (NN deposit))
        (SBAR
          (WHNP-1 (WDT which))
          (S
            (NP-SBJ (-NONE- *T*-1))
            (VP
              (VBZ is)
              (NP-PRD
                (DT the)
                (NN inducement)
                (S
                  (NP-SBJ (-NONE- *))
                  (VP
                    (TO to)
                    (EDITED
                      (RM (-DFL- \[))
                      (VP-UNF (VB re-))
                      (, ,)
                      (IP (-DFL- \+)))
                    (VP
                      (VB recycle)
                      (RS (-DFL- \]))
                      (NP (DT the) (NN bottle))))))))))
      (SBAR-PRP
        (RB so)
        (IN that)
        (S
          (NP-SBJ (PRP you))
          (VP (VBP get) (NP (PRP$ your) (NN money)) (ADVP (RB back)))))))
  (-DFL- E_S))"
has,2,x,u,n,l,t,y,s,2,1,1,NA,NP,NA,0.535,NA,NA,sw2279.mrg,sw_1000,F,1954,SOUTH MIDLAND,1, uh baseball has started,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,26.767875,28.957375,baseball,baseball,started,(NP-SBJ (NN Baseball)),3,"(S
  (NP-SBJ (NN Baseball))
  (VP (VBZ has) (VP (VBN started)))
  (. .)
  (-DFL- E_S))"
has,4,x,m,n,t,t,y,s,1,1,1,NA,NP,NA,0.38875,NA,NA,sw3011.mrg,sw_1174,M,1962,MIXED,2, uh not too much of northern Virginia is like that anymore land has gotten so expensive they just can't afford to have low income housing like that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,398.479875,407.48925,land,land,gotten,NA,NA,"(S
  (NP-SBJ-1 (PRP they))
  (ADVP (RB just))
  (VP
    (MD ca)
    (RB n't)
    (VP
      (VB afford)
      (S
        (NP-SBJ (-NONE- *-1))
        (VP
          (TO to)
          (VP
            (VB have)
            (NP
              (NP (JJ low) (NN income) (NN housing))
              (PP (IN like) (NP (DT that)))))))))
  (. .)
  (-DFL- E_S))"
